# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-1298 b,Confirmed,,,,,,,0.117,0.021,0.021,7.12811928,4.86E-05,4.86E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1298,284.422735,49.106224,,,10.415,10.214,10.149,498,,,0.13,0.082,0.09,1.45,0.11,0.12,2,0.35,0.34,,,,,6339,65.86,64.06,,,
Kepler-1299 b,Confirmed,,,,,,,0.266,0.037,0.059,19.9400874,0.0001457,0.0001457,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1299,286.150155,37.411377,,,14.644,14.284,14.191,1352,,,-0.01,0.174,0.139,0.94,0.06,0.04,0.91,0.06,0.13,,,,,5609,129.75,92.88,,,
Kepler-13 A b,Confirmed,6.6,1.5,1.5,6.5,1.5,1.5,1.406,0.038,0.038,1.7633587,2.00E-06,2.00E-06,,,,,,,81.8,0.2,0.2,,2011,24/02/2016,,,,,,,,,,2455138.744,0.0013,0.0013,,,,,0.9,0.9,,0.02,0.02,,,,,,,,,,2750,,0.33,0.06,0.04,,Published in a refereed paper,Primary Transit,Radial Velocity,,"KOI-13 b, Kepler-13 b, KOI-13.01",,Kepler-13,286.9708333,46.8683333,10,,,,,,,,-0.14,,,2.05,,,2.55,,,,,,,8500,400,400,,,
Kepler-130 b,Confirmed,,,,,,,0.08707,0.00401,0.00401,8.4572,0.00011,0.00011,0.079,,,0.15,0.15,0.14,,,,,2014,17/12/2015,,,,,,,,,,,,,,,,,,,0.12,0.21,0.21,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-130,288.4506531,40.245304,,,10.81,10.529,10.49,,,,0.02,0.46,0.46,1,0.09,0.09,1.13,0.03,0.03,,,,,5884,75,75,,,
Kepler-130 c,Confirmed,,,,,,,0.2508,0.0075,0.0075,27.508686,3.70E-05,3.70E-05,0.178,0.005,0.005,0.08,0.08,0.15,89.34,0.31,0.66,,2014,17/12/2015,0,0,10.89,,,,,,,,,,,,,,,,0.38,0.38,0.14,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-130,288.4506531,40.245304,,,10.81,10.529,10.49,,,,0.02,0.46,0.46,1,0.09,0.09,1.13,0.03,0.03,,,,,5884,75,75,,,
Kepler-130 d,Confirmed,,,,,,,0.117,0.012,0.012,87.5211,0.0024,0.0024,0.377,,,0.8,0.4,0.09,,,,,2014,17/12/2015,,,,,,,,,,,,,,,,,,,0.84,0.05,0.05,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-130,288.4506531,40.245304,,,10.81,10.529,10.49,,,,0.02,0.46,0.46,1,0.09,0.09,1.13,0.03,0.03,,,,,5884,75,75,,,
Kepler-1300 b,Confirmed,,,,,,,0.122,0.028,0.027,22.2419092,0.0002454,0.0002454,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1300,289.033022,40.086887,,,11.678,11.438,11.383,757,,,0.05,0.064,0.102,1.29,0.15,0.16,1.79,0.41,0.38,,,,,6130,108.91,87.31,,,
Kepler-1301 b,Confirmed,,,,,,,0.125,0.007,0.012,9.08237046,4.33E-05,4.33E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1301,286.604183,42.440319,,,13.963,13.535,13.469,816,,,0.01,0.162,0.141,0.85,0.04,0.04,0.81,0.04,0.05,,,,,5188,60.07,55.6,,,
Kepler-1302 b,Confirmed,,,,,,,0.128,0.008,0.013,8.83922659,5.87E-05,5.87E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1302,290.989241,50.30806,,,13.657,13.267,13.151,727,,,0.04,0.168,0.157,0.86,0.04,0.04,0.82,0.04,0.06,,,,,5236,77.09,58.55,,,
Kepler-1303 b,Confirmed,,,,,,,0.127,0.012,0.031,7.56127224,4.12E-05,4.12E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1303,284.287156,42.355614,,,13.451,13.119,13.086,905,,,0.04,0.156,0.133,1.01,0.05,0.05,1,0.09,0.24,,,,,5771,110.62,85.68,,,
Kepler-1304 b,Confirmed,,,,,,,0.204,0.047,0.017,16.1288853,0.0001191,0.0001191,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1304,285.276428,39.446916,,,13.604,13.157,13.054,682,,,-0.05,0.164,0.151,0.85,0.05,0.04,0.81,0.05,0.05,,,,,5259,121.88,97.24,,,
Kepler-1305 b,Confirmed,,,,,,,0.168,0.017,0.031,13.5630972,0.0001385,0.0001385,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1305,297.339446,46.347252,,,14.493,14.101,14.104,1343,,,0.01,0.16,0.12,0.97,0.06,0.06,0.96,0.09,0.17,,,,,5701,175.79,138.16,,,
Kepler-1306 b,Confirmed,,,,,,,0.17,0.016,0.04,16.29595382,7.40E-05,7.40E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1306,294.478341,46.945862,,,14.052,13.688,13.631,1130,,,0,0.172,0.13,0.98,0.06,0.07,0.97,0.09,0.22,,,,,5727,132.91,140.59,,,
Kepler-1307 b,Confirmed,,,,,,,0.22,0.024,0.059,18.01621096,9.52E-05,9.52E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1307,292.86984,46.741859,,,14.171,13.885,13.878,1396,,,0.06,0.147,0.145,1.06,0.06,0.07,1.08,0.11,0.29,,,,,5884,103.16,77.63,,,
Kepler-1308 b,Confirmed,,,,,,,0.046,0.004,0.005,2.10433812,4.24E-06,4.24E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1308,285.928896,38.520962,,,11.878,11.24,11.023,73,,,-0.13,0.074,0.078,0.35,0.04,0.04,0.34,0.03,0.03,,,,,3468,30.71,33.65,,,
Kepler-1309 b,Confirmed,,,,,,,0.211,0.018,0.018,28.8432647,0.0002652,0.0002652,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1309,298.735235,40.764155,,,14.141,13.674,13.542,845,,,-0.03,0.17,0.162,0.85,0.05,0.05,0.8,0.05,0.06,,,,,5235,154.88,99.72,,,
Kepler-131 b,Confirmed,0.05075,0.011,0.011,0.05075,0.011,0.011,0.215,0.018,0.018,16.092,,,,,,,,,,,,,2014,23/11/2015,,,,,,,,,,,,,,,,,,,0.79,0.02,0.02,,,,3.95,0.8,0.8,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-131,288.5308333,40.94230558,11.525,11.334,10.418,10.127,10.079,,,,0.12,0.07,0.07,1.02,0.06,0.06,1.03,0.1,0.1,,3.66,,,5685,74,74,,,"KOI-283, KIC 5695396"
Kepler-131 c,Confirmed,0.026,0.019,0.019,0.026,0.019,0.019,0.075,0.006,0.006,25.516,,,,,,,,,,,,,2014,23/11/2015,,,,,,,,,,,,,,,,,,,0.27,0.16,0.16,,,,3.58,0.9,0.9,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-131,288.5308333,40.94230558,11.525,11.334,10.418,10.127,10.079,,,,0.12,0.07,0.07,1.02,0.06,0.06,1.03,0.1,0.1,,3.66,,,5685,74,74,,,"KOI-283, KIC 5695396"
Kepler-1310 b,Confirmed,,,,,,,0.128,0.011,0.014,0.67933627,7.20E-07,7.20E-07,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1310,283.920035,40.740123,,,12.912,12.516,12.436,583,,,-0.07,0.183,0.151,0.91,0.06,0.05,0.88,0.07,0.1,,,,,5549,124.53,136.6,,,
Kepler-1311 b,Confirmed,,,,,,,0.111,0.023,0.022,11.1726994,0.0001387,0.0001387,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1311,289.651263,43.824417,,,12.169,11.859,11.825,705,,,0.09,0.073,0.101,1.05,0.06,0.08,1.4,0.3,0.3,,,,,5748,72.3,87.26,,,
Kepler-1311 c,Confirmed,,,,,,,0.109,0.021,0.025,2.53573424,1.02E-05,1.02E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1311,289.651263,43.824417,,,12.169,11.859,11.825,705,,,0.09,0.073,0.101,1.05,0.06,0.08,1.4,0.3,0.3,,,,,5748,72.3,87.26,,,
Kepler-1312 b,Confirmed,,,,,,,0.187,0.006,0.007,5.44832529,7.35E-06,7.35E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1312,292.971241,41.035764,,,11.323,10.947,10.907,305,,,-0.02,0.096,0.094,0.99,0.03,0.03,0.92,0.03,0.03,,,,,5719,58.57,71.88,,,
Kepler-1313 b,Confirmed,,,,,,,0.157,0.007,0.005,3.83309118,5.34E-06,5.34E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1313,292.388546,42.233261,,,10.522,10.13,10.088,187,,,0,0.1,0.093,0.92,0.03,0.03,0.85,0.03,0.03,,,,,5453,76.05,82.15,,,
Kepler-1314 b,Confirmed,,,,,,,0.456,0.017,0.017,5.42474928,3.97E-06,3.97E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1314,294.237938,45.197322,,,14.101,13.51,13.22,462,,,-0.22,0.068,0.078,0.6,0.02,0.02,0.59,0.02,0.02,,,,,4188,113.71,92.28,,,
Kepler-1315 b,Confirmed,,,,,,,0.123,0.005,0.007,0.84338011,8.20E-07,8.20E-07,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1315,295.821448,46.053029,,,13.33,12.808,12.684,505,,,0.07,0.165,0.157,0.8,0.04,0.03,0.75,0.03,0.03,,,,,4861,112.47,81.92,,,
Kepler-1316 b,Confirmed,,,,,,,0.316,0.034,0.049,87.9732136,0.0005231,0.0005231,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1316,298.835871,40.293136,,,12.807,12.488,12.442,753,,,0.03,0.084,0.084,1.04,0.05,0.05,1.12,0.12,0.17,,,,,5884,96.34,97.8,,,
Kepler-1317 b,Confirmed,,,,,,,0.139,0.007,0.008,0.56887443,6.00E-07,6.00E-07,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1317,291.611881,42.115971,,,13.822,13.316,13.309,734,,,-0.01,0.156,0.133,0.83,0.04,0.04,0.79,0.04,0.04,,,,,5144,69.2,84.2,,,
Kepler-1318 b,Confirmed,,,,,,,0.277,0.013,0.015,213.257663,0.001051,0.001051,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1318,290.376313,41.150741,,,13.514,12.875,12.767,475,,,-0.01,0.146,0.141,0.73,0.04,0.03,0.7,0.03,0.02,,,,,4598,51.73,63.77,,,
Kepler-1319 A b,Confirmed,,,,,,,0.126,0.015,0.018,2.88676239,3.77E-06,3.77E-06,,,,0.33,0.08,0.07,,,,,2016,17/08/2017,,,,,,,,,,2455371.7,0.00128,0.00136,,,,,,,0.65,0.41,0.22,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"KOI-2705 A b, KIC 11453592 b",,Kepler-1319 A,290.956068,49.366306,,,11.57,10.927,10.726,116.3,17.6,17.6,-0.03,0.09,0.09,0.557,0.055,0.063,0.539,0.05,0.062,,,,,3673,81,103,,,"KOI-2705 A, KIC 11453592"
Kepler-132 b,Confirmed,,,,,,,0.108,0.021,0.021,6.178196,2.20E-05,2.20E-05,0.067,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-132,283.2358094,41.343037,,,10.797,10.516,10.424,,,,-0.053,,,,,,1.18,0.23,0.23,,,,,6003,146,146,,,
Kepler-132 c,Confirmed,,,,,,,0.114,0.022,0.022,6.414914,1.90E-05,1.90E-05,0.068,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-132,283.2358094,41.343037,,,10.797,10.516,10.424,,,,-0.053,,,,,,1.18,0.23,0.23,,,,,6003,146,146,,,
Kepler-132 d,Confirmed,,,,,,,0.138,0.027,0.027,18.010199,6.70E-05,6.70E-05,0.136,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-132,283.2358094,41.343037,,,10.797,10.516,10.424,,,,-0.053,,,,,,1.18,0.23,0.23,,,,,6003,146,146,,,
Kepler-132 e,Confirmed,,,,,,,0.105,0.011,0.014,110.2869374,0.000878,0.000878,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-132,283.2358094,41.343037,,,10.797,10.516,10.424,,,,-0.053,,,,,,1.18,0.23,0.23,,,,,6003,146,146,,,
Kepler-1320 b,Confirmed,,,,,,,0.152,0.01,0.006,0.86838653,1.16E-06,1.16E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1320,288.433591,40.380875,,,14.231,13.713,13.658,771,,,0.1,0.167,0.154,0.8,0.04,0.03,0.74,0.03,0.03,,,,,4817,67.43,51.95,,,
Kepler-1321 b,Confirmed,,,,,,,0.439,0.054,0.054,11.12830484,2.04E-05,2.04E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1321,294.528593,46.640962,,,14.832,14.224,13.884,547,,,-0.45,0.183,0.279,0.54,0.04,0.07,0.53,0.04,0.06,,,,,4094,86.13,91.2,,,
Kepler-1321 c,Confirmed,,,,,,,0.214,0.016,0.027,2.22649109,5.24E-06,5.24E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1321,294.528593,46.640962,,,14.832,14.224,13.884,547,,,-0.45,0.183,0.279,0.54,0.04,0.07,0.53,0.04,0.06,,,,,4094,86.13,91.2,,,
Kepler-1322 b,Confirmed,,,,,,,0.144,0.012,0.018,0.96286738,2.04E-06,2.04E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1322,293.204521,45.435402,,,14.572,14.167,14.068,1217,,,-0.07,0.184,0.151,0.9,0.06,0.05,0.87,0.07,0.11,,,,,5488,103.39,151.55,,,
Kepler-1323 b,Confirmed,,,,,,,0.136,0.021,0.029,0.92990668,7.50E-07,7.50E-07,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1323,292.872284,46.098885,,,11.387,11.147,11.122,530,,,0.02,0.088,0.082,1.18,0.06,0.11,1.4,0.21,0.3,,,,,6169,59.83,74.24,,,
Kepler-1324 b,Confirmed,,,,,,,0.135,0.008,0.007,4.11584468,8.55E-06,8.55E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1324,291.18497,40.311214,,,13.472,12.944,12.834,522,,,0.05,0.176,0.152,0.78,0.04,0.03,0.73,0.03,0.02,,,,,4776,70.56,54.15,,,
Kepler-1325 b,Confirmed,,,,,,,0.255,0.042,0.036,33.8786838,0.0002334,0.0002334,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1325,285.017227,42.085384,,,13.911,13.54,13.457,955,,,0.01,0.178,0.126,0.93,0.05,0.04,0.91,0.06,0.13,,,,,5550,93.24,82.37,,,
Kepler-1326 b,Confirmed,,,,,,,0.373,0.068,0.135,42.3514267,0.0001372,0.0001372,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1326,296.222144,39.268958,,,11.952,11.733,11.7,910,,,0.02,0.168,0.129,1.45,0.16,0.21,1.74,0.32,0.63,,,,,6725,196.41,280.9,,,
Kepler-1327 b,Confirmed,,,,,,,0.161,0.018,0.052,14.88801098,8.77E-05,8.77E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1327,289.064869,50.460976,,,12.788,12.468,12.374,688,,,-0.03,0.2,0.146,1.02,0.07,0.07,1.03,0.11,0.25,,,,,5885,121.67,115.84,,,
Kepler-1328 b,Confirmed,,,,,,,0.087,0.008,0.018,4.52158888,2.18E-05,2.18E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1328,284.675388,44.41777,,,12.695,12.348,12.305,630,,,0,0.177,0.131,1,0.06,0.06,0.99,0.09,0.2,,,,,5780,90.02,91.61,,,
Kepler-1329 b,Confirmed,,,,,,,0.194,0.014,0.005,9.33646594,3.11E-05,3.11E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1329,281.647742,48.271046,,,14.168,13.499,13.435,624,,,0.02,0.107,0.123,0.72,0.02,0.02,0.69,0.02,0.02,,,,,4500,38.83,38.73,,,
Kepler-133 b,Confirmed,,,,,,,0.157,0.027,0.027,8.129976,3.80E-05,3.80E-05,0.083,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-133,297.2779847,48.320328,,,11.68,11.399,11.32,,,,-0.16,,,,,,1.43,0.24,0.24,,,,,5736,100,100,,,
Kepler-133 c,Confirmed,,,,,,,0.253,0.043,0.043,31.517586,0.000158,0.000158,0.204,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-133,297.2779847,48.320328,,,11.68,11.399,11.32,,,,-0.16,,,,,,1.43,0.24,0.24,,,,,5736,100,100,,,
Kepler-1330 b,Confirmed,,,,,,,0.147,0.012,0.036,10.10769068,4.95E-05,4.95E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1330,290.576737,39.956893,,,13.757,13.423,13.302,939,,,0.08,0.151,0.139,0.97,0.05,0.05,0.94,0.07,0.23,,,,,5608,112.79,83,,,
Kepler-1331 b,Confirmed,,,,,,,0.094,0.007,0.008,0.78916165,1.21E-06,1.21E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1331,297.073789,41.22448,,,13.084,12.419,12.318,365,,,0.05,0.16,0.155,0.72,0.05,0.05,0.69,0.04,0.05,,,,,4508,204.59,243.21,,,
Kepler-1332 b,Confirmed,,,,,,,0.122,0.004,0.008,11.87456832,3.75E-05,3.75E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1332,291.02859,43.913673,,,12.568,12.203,12.122,515,,,0,0.1,0.098,0.95,0.04,0.03,0.9,0.03,0.04,,,,,5581,69.91,83.36,,,
Kepler-1333 b,Confirmed,,,,,,,0.251,0.022,0.036,109.6471842,0.0007077,0.0007077,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1333,293.527561,41.111437,,,13.886,13.521,13.406,958,,,-0.04,0.187,0.15,0.94,0.06,0.06,0.92,0.08,0.13,,,,,5628,162.16,142.84,,,
Kepler-1334 b,Confirmed,,,,,,,0.204,0.016,0.028,15.64591713,7.27E-05,7.27E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1334,289.31148,51.320866,,,14.052,13.671,13.626,1047,,,-0.03,0.175,0.139,0.94,0.05,0.04,0.91,0.06,0.12,,,,,5614,87.5,91.79,,,
Kepler-1335 b,Confirmed,,,,,,,0.129,0.008,0.009,6.26406846,2.71E-05,2.71E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1335,284.838408,42.070431,,,13.787,13.276,13.134,628,,,-0.07,0.178,0.156,0.77,0.04,0.04,0.74,0.04,0.03,,,,,4903,62.59,66.92,,,
Kepler-1336 b,Confirmed,,,,,,,0.177,0.036,0.027,23.198681,0.0002546,0.0002546,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1336,296.277711,46.899857,,,12.819,12.423,12.366,822,,,0.05,0.05,0.082,0.94,0.04,0.05,1.3,0.26,0.19,,,,,5512,66.78,86.32,,,
Kepler-1336 c,Confirmed,,,,,,,0.153,0.031,0.024,5.77721211,2.79E-05,2.79E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1336,296.277711,46.899857,,,12.819,12.423,12.366,822,,,0.05,0.05,0.082,0.94,0.04,0.05,1.3,0.26,0.19,,,,,5512,66.78,86.32,,,
Kepler-1337 b,Confirmed,,,,,,,0.215,0.039,0.009,24.4002549,0.0001089,0.0001089,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1337,287.009098,46.796101,,,14.095,13.497,13.294,588,,,-0.09,0.188,0.167,0.7,0.05,0.04,0.67,0.05,0.03,,,,,4523,50.38,51.15,,,
Kepler-1338 b,Confirmed,,,,,,,0.082,0.009,0.017,0.93511806,2.76E-06,2.76E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1338,284.042335,41.699139,,,12.496,12.185,12.106,619,,,0,0.177,0.155,1.04,0.07,0.08,1.05,0.11,0.21,,,,,5909,138.71,114.45,,,
Kepler-1339 b,Confirmed,,,,,,,0.063,0.004,0.005,1.34155513,3.70E-06,3.70E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1339,283.745794,48.373394,,,11.026,10.697,10.627,267,,,0.01,0.11,0.112,0.94,0.04,0.03,0.93,0.05,0.06,,,,,5586,56.05,51.01,,,
Kepler-134 b,Confirmed,,,,,,,0.178,0.035,0.035,5.317429,8.00E-06,8.00E-06,0.06,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-134,284.7390137,49.598396,,,11.26,10.984,10.951,,,,,,,,,,1.18,0.23,0.23,,,,,5983,150,150,,,
Kepler-134 c,Confirmed,,,,,,,0.112,0.022,0.022,10.105785,5.30E-05,5.30E-05,0.092,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-134,284.7390137,49.598396,,,11.26,10.984,10.951,,,,,,,,,,1.18,0.23,0.23,,,,,5983,150,150,,,
Kepler-1340 b,Confirmed,,,,,,,0.138,0.024,0.062,0.66502692,1.60E-06,1.60E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1340,296.232807,42.47279,,,13.563,13.279,13.24,1421,,,0.07,0.139,0.146,1.27,0.14,0.2,1.42,0.25,0.64,,,,,6331,219.14,166.81,,,
